original_id,value,unit,year,metric_type,context_preview,reason,confidence,proposed_action
5352,100.0,percentage,2025,cost,ealize value from ai efficiency and cost focus growth focus 100% 80% 60% 40% 20% 0% exploring implem...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5353,80.0,percentage,2025,cost,e value from ai efficiency and cost focus growth focus 100% 80% 60% 40% 20% 0% exploring implementin...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5354,60.0,percentage,2025,cost,lue from ai efficiency and cost focus growth focus 100% 80% 60% 40% 20% 0% exploring implementing pl...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5355,40.0,percentage,2025,cost,from ai efficiency and cost focus growth focus 100% 80% 60% 40% 20% 0% exploring implementing planni...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5356,20.0,percentage,2025,cost,ai efficiency and cost focus growth focus 100% 80% 60% 40% 20% 0% exploring implementing planning re...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5357,0.0,percentage,2025,cost,efficiency and cost focus growth focus 100% 80% 60% 40% 20% 0% exploring implementing planning reali...,Zero percentage likely extraction artifact,0.75,REMOVE
5358,1.0,percentage,2025,percentages,"commitment to, ai as critical to the business, compared to 1% at the “exploring” stage (see figure 8...",Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5359,100.0,percentage,2025,percentages,eadership clearly communicates vision and commitment to ai 100% 80% 60% 40% 20% 0% 1% exploring 5% p...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5360,80.0,percentage,2025,percentages,ship clearly communicates vision and commitment to ai 100% 80% 60% 40% 20% 0% 1% exploring 5% planni...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5361,60.0,percentage,2025,percentages,clearly communicates vision and commitment to ai 100% 80% 60% 40% 20% 0% 1% exploring 5% planning 21...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5362,40.0,percentage,2025,percentages,arly communicates vision and commitment to ai 100% 80% 60% 40% 20% 0% 1% exploring 5% planning 21% i...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5363,20.0,percentage,2025,percentages,communicates vision and commitment to ai 100% 80% 60% 40% 20% 0% 1% exploring 5% planning 21% implem...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5364,0.0,percentage,2025,percentages,municates vision and commitment to ai 100% 80% 60% 40% 20% 0% 1% exploring 5% planning 21% implement...,Zero percentage likely extraction artifact,0.75,REMOVE
5365,1.0,percentage,2025,percentages,icates vision and commitment to ai 100% 80% 60% 40% 20% 0% 1% exploring 5% planning 21% implementing...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5366,5.0,percentage,2025,percentages,n and commitment to ai 100% 80% 60% 40% 20% 0% 1% exploring 5% planning 21% implementing 81% scaling...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5367,21.0,percentage,2025,percentages,ment to ai 100% 80% 60% 40% 20% 0% 1% exploring 5% planning 21% implementing 81% scaling 100% realiz...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5368,81.0,percentage,2025,percentages,0% 60% 40% 20% 0% 1% exploring 5% planning 21% implementing 81% scaling 100% realizing conclusion pa...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5369,100.0,percentage,2025,percentages,0% 0% 1% exploring 5% planning 21% implementing 81% scaling 100% realizing conclusion part 3 part 2 ...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5370,100.0,percentage,2025,percentages,realizing conclusion part 3 part 2 introduction part 1 17 100% of leaders of organizations at the “r...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5371,64.0,percentage,2025,percentages,r as they mature in their use of ai. the survey shows that 64% of organizations in the “realizing” s...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5372,6.0,percentage,2025,percentages,"zing” stage have appointed a chief ai officer, compared to 6% in the “exploring stage”. finally, a c...",Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5373,64.0,percentage,2025,percentages,age of organizations that have appointed a chief ai officer 64% in the “realizing” stage 36% in the ...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5374,36.0,percentage,2025,percentages,e appointed a chief ai officer 64% in the “realizing” stage 36% in the “scaling” stage 18% in the “i...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5375,18.0,percentage,2025,percentages,cer 64% in the “realizing” stage 36% in the “scaling” stage 18% in the “implementing” stage 9% in th...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5376,9.0,percentage,2025,percentages,36% in the “scaling” stage 18% in the “implementing” stage 9% in the “planning” stage 6% in the “exp...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5377,6.0,percentage,2025,percentages,18% in the “implementing” stage 9% in the “planning” stage 6% in the “exploring” stage figure 9: org...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5378,49.0,percentage,2025,percentages,reported the lowest ai readiness scores in ai governance (49% in the “exploring” and “planning” stag...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5379,26.0,percentage,2025,percentages,ry reported the highest percentage in the top two stages (26%) compared to the average (22%). it is ...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5380,22.0,percentage,2025,percentages,ntage in the top two stages (26%) compared to the average (22%). it is possible that these numbers m...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5381,49.0,percentage,2025,percentages,eported the lowest ai readiness scores in ai governance (49% in the “exploring” and “planning” stage...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5382,16.0,percentage,2025,percentages,experimenting with it in select areas of the organization. 16% are at this stage 20+ yrs. average ag...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5383,21.0,percentage,2025,percentages,ganization 300 to 10k number of employees cloud first 21% 3% seeing significant value from ai planni...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5384,3.0,percentage,2025,percentages,zation 300 to 10k number of employees cloud first 21% 3% seeing significant value from ai planning o...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5385,23.0,percentage,2025,percentages,"nning proofs of concept, and planning for ai deployments. 23% are at this stage 20+ yrs. average age...",Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5386,20.0,percentage,2025,percentages,rganization all sizes number of employees cloud first 20% 12% seeing significant value from ai imple...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5387,12.0,percentage,2025,percentages,ization all sizes number of employees cloud first 20% 12% seeing significant value from ai implement...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5388,36.0,percentage,2025,percentages,moving from proofs of concept and pilots into production. 36% are at this stage average age of organ...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5389,20.0,percentage,2025,percentages,on 15 yrs. 500 to 10k number of employees cloud first 20% 23% seeing significant value from ai scali...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5390,23.0,percentage,2025,percentages,5 yrs. 500 to 10k number of employees cloud first 20% 23% seeing significant value from ai scaling o...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5391,20.0,percentage,2025,percentages,is stage are scaling ai projects across the organization. 20% are at this stage average age of organ...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5392,31.0,percentage,2025,percentages,5-15 yrs. number of employees 500 to 10k cloud first 31% 61% seeing significant value from ai realiz...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5393,61.0,percentage,2025,percentages,5 yrs. number of employees 500 to 10k cloud first 31% 61% seeing significant value from ai realizing...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5394,5.0,percentage,2025,percentages,repeatable and measurable value across the organization. 5% are at this stage average age of organiz...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5395,52.0,percentage,2025,percentages,n 5-15 yrs. 1k to 10k number of employees cloud first 52% 96% seeing significant value from ai guida...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5396,96.0,percentage,2025,percentages,15 yrs. 1k to 10k number of employees cloud first 52% 96% seeing significant value from ai guidance ...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5397,20.0,percentage,2025,percentages,"ss, we also see other indications of momentum. on average, 20% of companies now have a chief ai offi...",Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5398,61.0,percentage,2025,percentages,"of department, led by data and analytics departments where 61% are deploying ai. however, only 7% of...",Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5399,7.0,percentage,2025,percentages,"ics departments where 61% are deploying ai. however, only 7% of organizations in the financial servi...",Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5400,18.0,percentage,2025,investment,"healthcare’s ai readiness is driven by it investment, with 18% of companies having a chief ai office...",Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5401,20.0,percentage,2025,percentages,"tment, with 18% of companies having a chief ai officer and 20% being cloud first. despite being one ...",Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5402,5.0,percentage,2025,percentages,tage of healthcare organizations in the “realizing” stage (5%) is consistent with the average. this ...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5403,28.0,percentage,2025,percentages,"ing surpasses the industry average for ai management, with 28% of organizations having a chief ai of...",Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5404,8.0,percentage,2025,percentages,"er. the sector also outperforms the industry average, with 8% reporting consistently high roi from a...",Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5405,21.0,percentage,2025,percentages,"th the highest roi from ai, driven by marketing functions. 21% of retailers have a chief ai officer,...",Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5406,61.0,percentage,2025,adoption_rate,"ry compares. financial services spends the most on ai, with 61% of projects led by ai adoption in da...",Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5407,16.0,percentage,2025,adoption_rate,ects led by ai adoption in data and analytics departments. 16% have a chief ai officer 7% see consis...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5408,7.0,percentage,2025,percentages,ata and analytics departments. 16% have a chief ai officer 7% see consistently high roi from ai ai s...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5409,18.0,percentage,2025,percentages,high roi from ai ai spend/month (mean) $2.48m cloud first 18% 61% data and analytics functional driv...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5410,61.0,percentage,2025,percentages,h roi from ai ai spend/month (mean) $2.48m cloud first 18% 61% data and analytics functional driver ...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5411,18.0,percentage,2025,investment,of ai readiness in this sector is driven by it investment. 18% have a chief ai officer 5% see consis...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5412,5.0,percentage,2025,investment,or is driven by it investment. 18% have a chief ai officer 5% see consistently high roi from ai ai s...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5413,20.0,percentage,2025,percentages,high roi from ai ai spend/month (mean) $2.22m cloud first 20% 53% it functional driver for ai manufa...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5414,53.0,percentage,2025,percentages,h roi from ai ai spend/month (mean) $2.22m cloud first 20% 53% it functional driver for ai manufactu...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5415,28.0,percentage,2025,percentages,"ai manufacturing reports the most engaged leadership, with 28% of companies reporting to have a chie...",Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5416,28.0,percentage,2025,percentages,th 28% of companies reporting to have a chief ai officer. 28% have a chief ai officer 8% see consist...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5417,8.0,percentage,2025,percentages,g to have a chief ai officer. 28% have a chief ai officer 8% see consistently high roi from ai ai sp...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5418,17.0,percentage,2025,percentages,high roi from ai ai spend/month (mean) $1.99m cloud first 17% 53% it functional driver for ai retail...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5419,53.0,percentage,2025,percentages,h roi from ai ai spend/month (mean) $1.99m cloud first 17% 53% it functional driver for ai retail th...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5420,21.0,percentage,2025,adoption_rate,"value from ai, with marketing functions driving adoption. 21% have a chief ai officer 10% see consis...",Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5421,10.0,percentage,2025,adoption_rate,g functions driving adoption. 21% have a chief ai officer 10% see consistently high roi from ai ai s...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5422,25.0,percentage,2025,percentages,high roi from ai ai spend/month (mean) $1.83m cloud first 25% 60% marketing functional driver for ai...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5423,60.0,percentage,2025,percentages,h roi from ai ai spend/month (mean) $1.83m cloud first 25% 60% marketing functional driver for ai co...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5424,16.0,percentage,2025,percentages,try exploring planning implementing scaling realizing total 16% 24% 36% 20% 5% 25% high 40% low 13% ...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5425,24.0,percentage,2025,percentages,exploring planning implementing scaling realizing total 16% 24% 36% 20% 5% 25% high 40% low 13% 21% ...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5426,36.0,percentage,2025,percentages,oring planning implementing scaling realizing total 16% 24% 36% 20% 5% 25% high 40% low 13% 21% 40% ...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5427,20.0,percentage,2025,percentages,g planning implementing scaling realizing total 16% 24% 36% 20% 5% 25% high 40% low 13% 21% 40% 24% ...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5428,5.0,percentage,2025,percentages,anning implementing scaling realizing total 16% 24% 36% 20% 5% 25% high 40% low 13% 21% 40% 24% 3% 2...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5429,25.0,percentage,2025,percentages,ing implementing scaling realizing total 16% 24% 36% 20% 5% 25% high 40% low 13% 21% 40% 24% 3% 27% ...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5430,40.0,percentage,2025,percentages,menting scaling realizing total 16% 24% 36% 20% 5% 25% high 40% low 13% 21% 40% 24% 3% 27% high 34% ...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5431,13.0,percentage,2025,percentages,scaling realizing total 16% 24% 36% 20% 5% 25% high 40% low 13% 21% 40% 24% 3% 27% high 34% low fina...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5432,21.0,percentage,2025,percentages,ing realizing total 16% 24% 36% 20% 5% 25% high 40% low 13% 21% 40% 24% 3% 27% high 34% low financia...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5433,40.0,percentage,2025,percentages,realizing total 16% 24% 36% 20% 5% 25% high 40% low 13% 21% 40% 24% 3% 27% high 34% low financial se...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5434,24.0,percentage,2025,percentages,izing total 16% 24% 36% 20% 5% 25% high 40% low 13% 21% 40% 24% 3% 27% high 34% low financial servic...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5435,3.0,percentage,2025,percentages,g total 16% 24% 36% 20% 5% 25% high 40% low 13% 21% 40% 24% 3% 27% high 34% low financial services 1...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5436,27.0,percentage,2025,percentages,otal 16% 24% 36% 20% 5% 25% high 40% low 13% 21% 40% 24% 3% 27% high 34% low financial services 17% ...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5437,34.0,percentage,2025,percentages,24% 36% 20% 5% 25% high 40% low 13% 21% 40% 24% 3% 27% high 34% low financial services 17% 21% 35% 2...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5438,17.0,percentage,2025,percentages,low 13% 21% 40% 24% 3% 27% high 34% low financial services 17% 21% 35% 23% 5% 28% high 38% low manuf...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5439,2.48,usd,2025,dollar_amounts,% see consistently high roi from ai ai spend/month (mean) $2.48m cloud first 18% 61% data and analyt...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5440,2.22,usd,2025,dollar_amounts,% see consistently high roi from ai ai spend/month (mean) $2.22m cloud first 20% 53% it functional d...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5441,1.99,usd,2025,dollar_amounts,% see consistently high roi from ai ai spend/month (mean) $1.99m cloud first 17% 53% it functional d...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5442,1.83,usd,2025,dollar_amounts,% see consistently high roi from ai ai spend/month (mean) $1.83m cloud first 25% 60% marketing funct...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5443,5.0,usd,2025,dollar_amounts,the cloud cross-industry average: 69% 13% spend more than $5m on ai per month cross-industry average...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5444,5.0,usd,2025,dollar_amounts,orale. among healthcare organizations: 12% spend more than $5m on cloud per month cross-industry ave...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5445,100.0,usd,2025,cost,nvestment with 23% of manufacturing organizations spending $100k to less than $500k on cloud per mon...,Duplicate record (same value/unit/year/similar context),0.85,REMOVE
5446,500.0,usd,2025,cost,"of manufacturing organizations spending $100k to less than $500k on cloud per month, exceeding the 2...",Duplicate record (same value/unit/year/similar context),0.85,REMOVE
